ResponseId,Career_level,Research_approach,Discipline,Discipline_category,Awareness_Open_Research,Awareness_Preregistration,Awareness_Open_Material,Awareness_Open_Protocols,Awareness_Open_Data,Awareness_FAIR_Data,Awareness_Open_Code/Software,Awareness_Preprints,Awareness_Open_Peer_Review,Awareness_Open_Access,Awareness_Replication_Studies,Awareness_Co-production,Awareness_Recognising_Contributions,Awareness_Citizen_Science,Use_Open_Research,Use_Preregistration,Use_Open_Material,Use_Open_Protocols,Use_Open_Data,Use_FAIR_Data,Use_Open_Code/Software,Use_Preprints,Use_Open_Peer_Review,Use_Open_Access,Use_Replication_Studies,Use_Co-production,Use_Recognising_Contributions,Use_Citizen_Science,Attitudes_Usefulness,Attitudes_Participation,Attitudes_Confidence,Attitudes_Comprehension,Attitudes_Support,Attitudes_Training,Attitudes_Norms,Attitudes_Resources,Attitudes_Assessment,Facilitators_Guidance,Facilitators_Training,Facilitators_Ethical_clarity,Facilitators_Prioritisation,Facilitators_Infrastructure,Facilitators_Time_allocation,Facilitators_Incentives,Facilitators_Recognition,Facilitators_Peer_support,Facilitators_Disciplinary_norms,Facilitators_No_intention,Facilitators_Already_engaged,Facilitators_Something_else,Methods_Archival_/_primary_source,Methods_Case_study_analysis,Methods_Experimental_methods,Methods_Interview_methods,Methods_Meta-analysis_/_research_synthesis,Methods_Observational_methods,Methods_Practise-based_research,Methods_Probabilistic_/_simulation_methods,Methods_Secondary_source_analysis,Methods_Survey_based_methods,Methods_Theoretical_research,Methods_Other
R_2gYW5uX2d1BuiMF,Junior,Both,Psychology and neuroscience,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,Not applicable to my research,I have NOT used it,Not applicable to my research,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Not applicable,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
R_8Fn5RsHRQM0zZDj,Senior,Both,Psychology and neuroscience,Health & Biological Sciences,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,I have NOT used it,I have used it,I use it often,I use it often,I have NOT used it,I have NOT used it,Not applicable to my research,I use it often,I have used it,I use it often,Not applicable to my research,I use it often,I use it often,I have NOT used it,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
R_8OZqjjnYqiqlYMO,Mid,Quantitative,Medicine and dentistry,Health & Biological Sciences,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,I use it often,I have NOT used it,I use it often,I use it often,I have NOT used it,I have NOT used it,I use it often,I use it often,I use it often,I use it often,I have NOT used it,I use it often,I use it often,I have NOT used it,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8fdRc14DdmMn1eN,Senior,Both,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I have used it,I use it often,I use it often,I use it often,I use it often,I use it often,I have used it,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
R_81ggv2GhMqbbdPd,Mid,Qualitative,Archaeology,Arts and Humanities,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,I have used it,I have NOT used it,I have NOT used it,I use it often,I have used it,I use it often,Not applicable to my research,I use it often,I use it often,I use it often,Not applicable to my research,Not applicable to my research,I have NOT used it,I have NOT used it,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Not applicable,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
R_8i3ZngjJmuaSxQ8,Senior,Quantitative,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I use it often,I have NOT used it,I have used it,I have used it,I use it often,I have used it,I have NOT used it,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2JENtrdEhI7EGhz,Senior,Both,"Design, creative and performing arts",Arts and Humanities,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have used it,I have used it,I have used it,I have used it,I have NOT used it,I have used it,I have used it,I use it often,I have used it,I have used it,I have used it,I have NOT used it,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
R_21HEkqgaGZmhKWP,Senior,Quantitative,Veterinary sciences,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I use it often,I have NOT used it,I use it often,I have NOT used it,I have NOT used it,I use it often,I have used it,I use it often,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2CvE3UlgRzKOP5a,Senior,Both,Archaeology,Arts and Humanities,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,Not applicable to my research,I use it often,I have used it,I have used it,I have used it,Not applicable to my research,I use it often,I have used it,I use it often,Not applicable to my research,I use it often,I use it often,I use it often,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
R_2VjwOlJJaSkWk76,Senior,Quantitative,Psychology and neuroscience,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,I have used it,I have used it,I have NOT used it,I have used it,I have used it,I have NOT used it,Not applicable to my research,I have used it,I have NOT used it,I use it often,I have used it,I have NOT used it,I use it often,I have NOT used it,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Somewhat disagree,Somewhat disagree,Strongly disagree,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
R_2qmktsWDRyAP1GV,Senior,Both,Physical sciences,Physical Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,Not applicable to my research,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,Not applicable to my research,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8JbboSTHbt864fd,Junior,Both,Medical-allied subjects,Health & Biological Sciences,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,I have used it,I have NOT used it,I have used it,I have used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have used it,I have NOT used it,I have used it,I have used it,Not applicable to my research,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Not applicable,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
R_2zNfgoLQRv1AVmD,Junior,Both,Biosciences,Health & Biological Sciences,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,I have used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I use it often,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Not applicable,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8Nu5pDIzvM6DG6d,Senior,Quantitative,Physical sciences,Physical Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,Not applicable to my research,Not applicable to my research,I have NOT used it,I have used it,I have used it,I have used it,I have used it,I have used it,I use it often,Not applicable to my research,Not applicable to my research,I use it often,I have NOT used it,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Strongly disagree,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
R_8EWHgGkZIugWRhE,Senior,Qualitative,Social sciences,Social Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I use it often,I use it often,I have used it,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Neutral,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8PiKMvZk7P1oSGJ,Junior,Both,Social sciences,Social Sciences,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have used it,I have NOT used it,I use it often,I have NOT used it,I use it often,I have used it,I have NOT used it,I use it often,I have used it,I have NOT used it,I use it often,I have used it,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Not applicable,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
R_2QX1m85LvZllD0d,Mid,Quantitative,Social sciences,Social Sciences,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have used it,I use it often,I have used it,I have used it,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
R_82Xxo30R8HBBMY6,Junior,Both,Veterinary sciences,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,Not applicable to my research,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat disagree,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
R_8Rswsfh3W2zhyPa,Mid,Quantitative,Biosciences,Health & Biological Sciences,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,I use it often,I have NOT used it,Not applicable to my research,I use it often,I use it often,I have NOT used it,I use it often,I use it often,I have NOT used it,I use it often,Not applicable to my research,Not applicable to my research,I use it often,I have NOT used it,Somewhat agree,Somewhat agree,Neutral,Neutral,Somewhat agree,Neutral,Somewhat agree,Neutral,Somewhat agree,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
R_8pVT0gq0aPO47hT,Mid,Quantitative,Veterinary sciences,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have used it,I have used it,I have used it,I have used it,I use it often,I have NOT used it,I have NOT used it,I have used it,I have used it,Not applicable to my research,I use it often,I use it often,I have NOT used it,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Not applicable,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
R_8jVVO49J88jivAG,Senior,Both,Veterinary sciences,Health & Biological Sciences,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,Not applicable to my research,I have NOT used it,I use it often,I have NOT used it,Neutral,Neutral,Neutral,Somewhat disagree,Neutral,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
R_2lrG4fG3EMNqbSz,Junior,Quantitative,Biosciences,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,Not applicable to my research,I use it often,I have NOT used it,I use it often,I have NOT used it,I use it often,I use it often,I have used it,I use it often,I have NOT used it,I use it often,I use it often,Not applicable to my research,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Not applicable,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2ZxDTg6z6IQ8Oyd,Mid,Both,Biosciences,Health & Biological Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,I have used it,Not applicable to my research,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,Not applicable to my research,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,Not applicable to my research,I have used it,Not applicable to my research,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Not applicable,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8TM0HjsRstTcjKN,Mid,Qualitative,Veterinary sciences,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have used it,I have used it,I have NOT used it,I use it often,I use it often,Not applicable to my research,Strongly agree,Neutral,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Not applicable,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8pFNdxSNkXbb0NX,Mid,Quantitative,Veterinary sciences,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have used it,I use it often,I use it often,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2sPWF9UIMRKCKbv,Senior,Both,Medicine and dentistry,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I use it often,I have used it,I use it often,I have used it,Not applicable to my research,Not applicable to my research,I have NOT used it,I have used it,I use it often,I have used it,I use it often,I use it often,I have NOT used it,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Neutral,Not applicable,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2eOrN9Th7Km5UMJ,Junior,Qualitative,"Design, creative and performing arts",Arts and Humanities,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,Not applicable to my research,I use it often,Not applicable to my research,Not applicable to my research,Not applicable to my research,I use it often,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,I have used it,I have used it,Strongly agree,Neutral,Somewhat agree,Strongly agree,NA,Neutral,Strongly agree,Strongly agree,Strongly disagree,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
R_23oxeViUhZCfSxP,Senior,Quantitative,Biosciences,Health & Biological Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I have NOT used it,I use it often,I have used it,I have used it,I use it often,I use it often,I use it often,I use it often,I use it often,I have NOT used it,I use it often,I use it often,I have NOT used it,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
R_89nctJUAoeYReQk,Senior,Both,Veterinary sciences,Health & Biological Sciences,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,I have used it,I have used it,I use it often,I have NOT used it,I have used it,I have used it,Not applicable to my research,I have used it,I have used it,I use it often,Not applicable to my research,I have NOT used it,I use it often,I have NOT used it,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Neutral,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
R_8uJWsa2gnNTV4kA,Junior,Quantitative,Computing and information sciences,Physical Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I use it often,Not applicable to my research,I have used it,Not applicable to my research,I use it often,I use it often,I use it often,I use it often,I have NOT used it,I use it often,I have used it,I have NOT used it,I use it often,Not applicable to my research,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not applicable,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_25vCwx5GAsoU11J,Junior,Quantitative,Psychology and neuroscience,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I have used it,I have used it,I have used it,I have used it,I have used it,I have used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,I have NOT used it,I use it often,Not applicable to my research,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Not applicable,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
R_8g75CVmRYy8LyJP,Junior,Both,Computing and information sciences,Physical Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I use it often,Not applicable to my research,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,Not applicable to my research,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8GxKWVTfFiXkSwI,Junior,Qualitative,Psychology and neuroscience,Health & Biological Sciences,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,I have NOT used it,NA,NA,NA,NA,NA,NA,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Not applicable,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2UWD3JSZJdwBNwl,Junior,Quantitative,Medical-allied subjects,Health & Biological Sciences,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,I use it often,Not applicable to my research,I use it often,I have NOT used it,I have used it,Not applicable to my research,I have NOT used it,Not applicable to my research,Not applicable to my research,Not applicable to my research,I have used it,I have used it,Not applicable to my research,Not applicable to my research,Neutral,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
